feedback_id,order_id,customer_name,feedback_text,sentiment,rating,created_at
297,6363,Piya Deol,"Package was late, no update from driver.",Positive,3,2025-02-07 08:26:30
298,2959,Aaryahi Comar,"Delivery never came, wrong address issue.",Positive,5,2025-07-28 15:16:08
299,4978,Mehul Goda,Package cancelled due to stock issue.,Neutral,3,2025-03-27 16:02:48
300,71,Tanya Sundaram,Package cancelled due to stock issue.,Negative,2,2025-09-04 23:50:21
301,7987,Renee Hegde,Driver was polite but package was delayed.,Positive,1,2025-05-15 03:28:41
302,8120,Eshani Wable,Driver was polite but package was delayed.,Positive,1,2025-06-17 21:05:59
303,6914,Himmat Baral,"Good service, on time delivery.",Negative,2,2025-03-28 11:45:42
304,1981,Ranbir Konda,"Delivery never came, wrong address issue.",Neutral,3,2025-07-19 14:26:25
305,5182,Anahi Jani,"Good service, on time delivery.",Neutral,5,2025-01-29 22:39:13
306,998,Kabir Dass,"Package was late, no update from driver.",Negative,1,2025-07-29 23:53:39
307,5335,Tarini Baral,"Package was late, no update from driver.",Negative,4,2025-01-02 06:09:45
308,6490,Shlok Khurana,Driver was polite but package was delayed.,Positive,5,2025-03-10 08:13:53
309,925,Neysa Badami,Driver was polite but package was delayed.,Positive,2,2025-01-09 04:39:49
310,3896,Anvi Cheema,Package cancelled due to stock issue.,Positive,1,2025-03-11 20:56:05
311,5678,Ayesha Wadhwa,"Package was late, no update from driver.",Neutral,2,2025-08-24 05:31:26
312,6651,Kartik Sandhu,"Good service, on time delivery.",Neutral,1,2025-03-22 14:48:04
313,9787,Misha Rege,"Good service, on time delivery.",Neutral,5,2025-08-11 05:41:47
314,9654,Fateh Sura,"Package was late, no update from driver.",Neutral,1,2025-01-15 20:46:44
315,5080,Aarna Mandal,"Delivery never came, wrong address issue.",Negative,5,2025-02-25 17:16:25
316,5518,Myra Mall,Package cancelled due to stock issue.,Neutral,4,2025-04-09 16:35:58
317,7274,Dhanuk Krish,Package cancelled due to stock issue.,Negative,4,2025-02-04 22:31:49
318,7027,Ritvik Ghosh,Package cancelled due to stock issue.,Negative,2,2025-03-28 14:30:05
319,2558,Abram Dhaliwal,"Good service, on time delivery.",Positive,5,2025-06-15 21:58:47
320,8783,Arhaan Grover,Package cancelled due to stock issue.,Neutral,1,2025-02-23 02:25:28
321,6229,Aaina Kulkarni,Package cancelled due to stock issue.,Positive,1,2025-04-04 04:59:23
322,9187,Hunar Suresh,Package cancelled due to stock issue.,Positive,2,2025-09-12 05:09:55
323,8955,Divij Uppal,"Delivery never came, wrong address issue.",Negative,1,2025-05-08 03:20:29
324,4397,Ishaan Din,"Good service, on time delivery.",Positive,2,2025-08-19 22:45:05
325,6216,Advik Bhatnagar,Package cancelled due to stock issue.,Positive,1,2025-05-27 03:26:15
326,5447,Zeeshan Toor,Package cancelled due to stock issue.,Positive,2,2025-04-03 19:36:36
327,139,Anahita Bajaj,Package cancelled due to stock issue.,Negative,1,2025-08-22 03:07:43
328,9750,Taimur Swaminathan,"Package was late, no update from driver.",Positive,3,2025-01-31 05:41:40
329,6851,Divij Lal,Driver was polite but package was delayed.,Neutral,2,2025-05-04 06:10:45
330,7699,Advik Deep,"Good service, on time delivery.",Negative,1,2025-02-04 23:27:59
331,9844,Sara Guha,Package cancelled due to stock issue.,Neutral,5,2025-01-14 03:06:39
332,4482,Vritika Wable,"Good service, on time delivery.",Negative,4,2025-02-07 06:14:37
333,3144,Yuvaan Dubey,Package cancelled due to stock issue.,Neutral,3,2025-02-28 11:59:39
334,8071,Samarth Raja,"Delivery never came, wrong address issue.",Neutral,4,2025-03-22 19:39:29
335,7107,Anaya Bahl,Driver was polite but package was delayed.,Negative,1,2025-06-18 12:19:46
336,4780,Seher Khosla,"Delivery never came, wrong address issue.",Positive,3,2025-04-17 23:02:39
337,2324,Riaan Ahluwalia,Package cancelled due to stock issue.,Positive,4,2025-02-08 17:43:53
338,3455,Kashvi Ravi,"Good service, on time delivery.",Neutral,4,2025-03-14 07:47:05
339,4183,Vritika Gade,Driver was polite but package was delayed.,Negative,3,2025-04-28 07:17:35
340,3040,Manjari Bir,Package cancelled due to stock issue.,Neutral,5,2025-01-21 01:34:59
341,243,Saksham Sanghvi,Driver was polite but package was delayed.,Neutral,3,2025-07-31 20:30:36
342,130,Tiya Seth,Driver was polite but package was delayed.,Negative,2,2025-06-18 00:45:07
343,8625,Kabir Bakshi,"Package was late, no update from driver.",Negative,5,2025-01-30 15:43:00
344,2128,Vritika Badami,"Delivery never came, wrong address issue.",Positive,2,2025-06-15 09:10:25
345,6205,Kashvi Bandi,"Delivery never came, wrong address issue.",Negative,2,2025-09-09 04:30:32
346,6802,Shray Mallick,Package cancelled due to stock issue.,Negative,4,2025-01-29 04:50:55
347,1921,Prerak Bedi,"Delivery never came, wrong address issue.",Negative,1,2025-02-27 22:02:30
348,1051,Elakshi Chakrabarti,Package cancelled due to stock issue.,Neutral,3,2025-01-15 08:56:05
349,6451,Vivaan Mammen,"Delivery never came, wrong address issue.",Neutral,4,2025-04-26 03:17:41
350,6860,Saksham Bhandari,Package cancelled due to stock issue.,Negative,1,2025-04-03 14:26:41
351,8640,Ivana Bhatnagar,"Good service, on time delivery.",Neutral,4,2025-06-08 09:17:43
352,4632,Pihu Sarma,"Good service, on time delivery.",Negative,3,2025-05-24 06:43:49
353,702,Jivin Dhingra,"Package was late, no update from driver.",Negative,5,2025-04-11 08:08:32
354,9425,Kismat Dara,"Delivery never came, wrong address issue.",Negative,3,2025-08-27 23:26:48
355,509,Piya Ahluwalia,"Good service, on time delivery.",Negative,5,2025-07-16 07:10:22
356,3524,Ahana  Sarna,Driver was polite but package was delayed.,Neutral,1,2025-04-14 22:01:26
357,7711,Miraya Subramanian,Driver was polite but package was delayed.,Negative,5,2025-07-23 09:24:08
358,3776,Zeeshan Baral,"Package was late, no update from driver.",Positive,4,2025-01-16 08:41:03
359,1713,Anvi Chaudhry,"Delivery never came, wrong address issue.",Positive,1,2025-02-01 03:09:34
360,9824,Riya Gole,"Delivery never came, wrong address issue.",Positive,2,2025-06-21 22:40:22
361,5115,Nayantara Savant,"Good service, on time delivery.",Neutral,3,2025-01-31 21:49:26
362,1969,Shray Sachar,Package cancelled due to stock issue.,Positive,5,2025-03-05 05:31:17
363,9858,Biju Arora,"Delivery never came, wrong address issue.",Negative,3,2025-04-14 21:56:14
364,6255,Ehsaan Verma,"Delivery never came, wrong address issue.",Negative,5,2025-02-19 13:16:28
365,1312,Kabir Char,"Good service, on time delivery.",Neutral,1,2025-05-26 11:57:49
366,8777,Advik Behl,"Package was late, no update from driver.",Positive,4,2025-08-05 01:51:43
367,7247,Shayak Ganesan,Package cancelled due to stock issue.,Neutral,5,2025-06-26 08:21:51
368,7021,Misha Magar,"Delivery never came, wrong address issue.",Negative,1,2025-04-09 04:40:42
369,8326,Devansh Kohli,"Delivery never came, wrong address issue.",Negative,5,2025-09-11 15:16:28
370,4160,Azad Raval,Package cancelled due to stock issue.,Neutral,1,2025-08-30 09:25:50
371,8323,Aarna Dhaliwal,"Delivery never came, wrong address issue.",Positive,3,2025-03-12 19:24:57
372,8046,Myra De,"Good service, on time delivery.",Negative,5,2025-02-18 12:38:40
373,5334,Riya Tandon,"Delivery never came, wrong address issue.",Negative,2,2025-09-09 04:56:19
374,7364,Dishani Devan,"Delivery never came, wrong address issue.",Neutral,3,2025-04-04 23:28:46
375,8440,Shanaya Deshmukh,"Package was late, no update from driver.",Positive,3,2025-06-20 17:58:53
376,6082,Aayush Ratti,"Delivery never came, wrong address issue.",Neutral,3,2025-02-06 15:42:12
377,6552,Yashvi Trivedi,"Good service, on time delivery.",Neutral,4,2025-07-23 04:32:04
378,2678,Indrans Doshi,"Good service, on time delivery.",Positive,4,2025-08-12 20:48:49
379,1798,Akarsh Vora,Package cancelled due to stock issue.,Negative,4,2025-07-20 00:58:43
380,8483,Manikya Rana,"Good service, on time delivery.",Neutral,4,2025-01-03 06:43:24
381,6522,Divij Rajagopalan,"Good service, on time delivery.",Neutral,5,2025-08-18 03:30:25
382,4206,Hridaan Kapoor,Driver was polite but package was delayed.,Positive,2,2025-09-01 12:21:41
383,9272,Adira Goswami,"Delivery never came, wrong address issue.",Neutral,3,2025-07-06 04:17:43
384,1080,Aarna Bhattacharyya,Package cancelled due to stock issue.,Positive,4,2025-09-11 14:29:39
385,2687,Ehsaan Kanda,Driver was polite but package was delayed.,Negative,5,2025-06-21 14:11:24
386,6019,Neysa Randhawa,Driver was polite but package was delayed.,Neutral,3,2025-03-17 07:51:35
387,7516,Mohanlal Rastogi,Driver was polite but package was delayed.,Positive,2,2025-01-28 05:16:56
388,3606,Rania Sengupta,"Package was late, no update from driver.",Negative,3,2025-03-29 21:51:11
389,6695,Manjari Dugar,"Delivery never came, wrong address issue.",Positive,5,2025-04-06 16:34:29
390,7062,Chirag Mahal,"Package was late, no update from driver.",Neutral,2,2025-07-16 23:56:50
391,8747,Biju Das,"Delivery never came, wrong address issue.",Negative,1,2025-03-21 04:30:33
392,1524,Shanaya Som,"Delivery never came, wrong address issue.",Neutral,3,2025-07-11 02:10:48
393,3948,Miraan Andra,"Package was late, no update from driver.",Positive,1,2025-04-06 08:24:40
394,9641,Arnav Rana,Package cancelled due to stock issue.,Positive,1,2025-01-26 21:10:11
395,8263,Azad Chaudry,Package cancelled due to stock issue.,Neutral,4,2025-04-03 21:50:41
396,4027,Rati Tella,"Delivery never came, wrong address issue.",Negative,4,2025-01-06 01:54:41
397,8420,Seher Rao,Package cancelled due to stock issue.,Neutral,2,2025-03-13 16:53:13
398,2299,Stuvan Gera,"Package was late, no update from driver.",Positive,1,2025-07-01 04:00:35
399,6299,Ryan Vyas,"Package was late, no update from driver.",Negative,3,2025-04-07 05:14:36
400,1679,Farhan Ghose,Driver was polite but package was delayed.,Neutral,4,2025-06-23 12:14:34
401,3558,Shray Chahal,Driver was polite but package was delayed.,Negative,4,2025-01-27 04:40:00
402,2246,Ela Talwar,"Delivery never came, wrong address issue.",Negative,5,2025-07-16 11:21:35
403,8243,Aradhya Chahal,"Package was late, no update from driver.",Positive,1,2025-05-22 23:07:53
404,3890,Yuvaan Thaker,Driver was polite but package was delayed.,Negative,4,2025-07-26 18:58:54
405,5628,Taimur Doshi,Package cancelled due to stock issue.,Negative,1,2025-04-19 05:13:09
406,4624,Seher Suresh,"Delivery never came, wrong address issue.",Negative,1,2025-07-17 05:28:21
407,8502,Manjari Garg,Driver was polite but package was delayed.,Negative,5,2025-01-09 10:32:45
408,2060,Zoya Bora,Package cancelled due to stock issue.,Negative,4,2025-09-10 01:03:38
409,2438,Alia Chokshi,Package cancelled due to stock issue.,Negative,1,2025-01-26 10:09:37
410,3041,Lakshit Gala,Driver was polite but package was delayed.,Neutral,3,2025-04-22 15:48:48
411,4026,Suhana Deol,Package cancelled due to stock issue.,Positive,1,2025-06-26 10:26:51
412,6092,Taimur Soman,"Good service, on time delivery.",Neutral,2,2025-08-03 21:22:20
413,5745,Anay Kota,Driver was polite but package was delayed.,Neutral,1,2025-06-03 22:18:20
414,7572,Myra Savant,Driver was polite but package was delayed.,Negative,4,2025-07-09 00:42:45
415,1594,Gatik Bose,"Delivery never came, wrong address issue.",Negative,2,2025-06-23 12:20:26
416,1291,Jayan Tailor,Package cancelled due to stock issue.,Positive,2,2025-05-01 02:09:48
417,4576,Ira Varughese,Driver was polite but package was delayed.,Negative,1,2025-05-31 16:51:14
418,8632,Kiara Dara,"Good service, on time delivery.",Negative,5,2025-04-20 05:35:21
419,8680,Kavya Chanda,"Good service, on time delivery.",Positive,3,2025-02-09 07:12:04
420,3802,Lagan Dara,"Delivery never came, wrong address issue.",Neutral,1,2025-03-01 05:14:59
421,123,Trisha Verma,"Package was late, no update from driver.",Neutral,1,2025-07-18 12:16:34
422,3190,Seher Atwal,"Package was late, no update from driver.",Neutral,2,2025-05-30 21:00:38
423,4593,Zain Batra,"Delivery never came, wrong address issue.",Positive,3,2025-08-28 08:44:45
424,401,Kartik Bhat,Driver was polite but package was delayed.,Positive,2,2025-04-13 12:32:21
425,3063,Yuvraj  Varty,Package cancelled due to stock issue.,Positive,5,2025-01-13 08:36:09
426,4371,Manjari Saraf,"Delivery never came, wrong address issue.",Positive,5,2025-01-18 14:46:33
427,5269,Priyansh Chada,"Good service, on time delivery.",Neutral,2,2025-05-24 05:26:28
428,1194,Reyansh Chadha,Package cancelled due to stock issue.,Neutral,3,2025-01-11 00:50:19
429,196,Armaan Chada,Driver was polite but package was delayed.,Neutral,3,2025-07-27 20:50:27
430,1510,Stuvan Bava,Package cancelled due to stock issue.,Positive,3,2025-03-18 11:11:19
431,527,Shaan Magar,Package cancelled due to stock issue.,Positive,5,2025-07-23 11:02:28
432,7281,Uthkarsh Goel,"Delivery never came, wrong address issue.",Positive,3,2025-03-12 00:58:20
433,6189,Hansh Bhalla,Driver was polite but package was delayed.,Negative,2,2025-07-13 19:17:01
434,9954,Seher Gole,"Delivery never came, wrong address issue.",Positive,1,2025-04-13 21:20:18
435,7953,Shlok Sarma,"Delivery never came, wrong address issue.",Positive,3,2025-03-23 19:43:07
436,2943,Stuvan Manne,"Delivery never came, wrong address issue.",Positive,4,2025-03-03 08:57:11
437,6955,Anahita Dalal,"Package was late, no update from driver.",Neutral,5,2025-08-21 04:52:04
438,8148,Adah Dugal,"Good service, on time delivery.",Neutral,5,2025-03-03 03:42:51
439,1688,Vritika Krishnan,"Package was late, no update from driver.",Negative,5,2025-09-03 06:27:56
440,1235,Faiyaz Deshmukh,Package cancelled due to stock issue.,Positive,4,2025-06-04 15:58:44
441,1358,Samarth Bhasin,"Package was late, no update from driver.",Positive,4,2025-04-29 00:59:53
442,2905,Indrajit Saxena,"Package was late, no update from driver.",Neutral,5,2025-01-06 12:08:12
443,7862,Raunak Sachdeva,"Good service, on time delivery.",Positive,5,2025-04-18 11:15:21
444,3843,Jayan Gera,"Good service, on time delivery.",Positive,5,2025-08-11 09:40:08
445,1183,Samaira Chaudhari,"Package was late, no update from driver.",Negative,5,2025-07-12 10:45:19
446,7032,Jayant Dutt,"Package was late, no update from driver.",Positive,3,2025-01-10 18:27:06
447,9531,Amani Maharaj,"Good service, on time delivery.",Positive,1,2025-07-17 10:26:29
448,7413,Armaan Ahluwalia,Package cancelled due to stock issue.,Negative,4,2025-01-25 09:32:49
449,7450,Jayant Kurian,"Good service, on time delivery.",Positive,2,2025-01-02 21:43:47
450,530,Veer Goda,"Good service, on time delivery.",Neutral,4,2025-04-27 00:21:26
451,3740,Lagan Andra,Package cancelled due to stock issue.,Negative,5,2025-06-22 22:44:07
452,2426,Kimaya Chanda,Package cancelled due to stock issue.,Positive,4,2025-05-14 08:12:35
453,7019,Dishani Chandran,"Good service, on time delivery.",Positive,2,2025-01-15 13:40:59
454,9060,Bhavin Vaidya,"Package was late, no update from driver.",Positive,2,2025-02-11 16:14:48
455,6944,Rohan Suresh,Package cancelled due to stock issue.,Negative,2,2025-07-25 12:17:22
456,1378,Ahana  Maharaj,Driver was polite but package was delayed.,Neutral,3,2025-07-11 04:59:25
457,1841,Heer Deo,Package cancelled due to stock issue.,Positive,1,2025-04-22 07:14:06
458,1313,Miraan Lala,Driver was polite but package was delayed.,Negative,3,2025-02-24 00:01:29
459,3112,Kartik Jhaveri,"Good service, on time delivery.",Positive,4,2025-06-10 15:45:19
460,5118,Divyansh Tandon,"Good service, on time delivery.",Neutral,5,2025-03-17 15:34:18
461,9736,Arhaan Kapoor,"Package was late, no update from driver.",Neutral,1,2025-05-08 04:28:59
462,1745,Aayush Bhatti,Package cancelled due to stock issue.,Negative,4,2025-02-06 19:25:09
463,1027,Parinaaz Tella,"Package was late, no update from driver.",Positive,2,2025-05-15 20:27:04
464,2608,Nehmat Brar,"Delivery never came, wrong address issue.",Neutral,2,2025-05-03 19:39:11
465,9685,Taimur Khatri,"Good service, on time delivery.",Positive,2,2025-03-11 00:04:19
466,8133,Dhanush Dutt,"Delivery never came, wrong address issue.",Negative,2,2025-02-27 00:55:32
467,727,Riaan Jain,"Good service, on time delivery.",Neutral,5,2025-02-06 13:57:44
468,8315,Shray Wason,"Delivery never came, wrong address issue.",Neutral,1,2025-08-18 20:55:55
469,5292,Tarini Hans,"Good service, on time delivery.",Positive,4,2025-02-01 19:06:25
470,4370,Jiya Chowdhury,"Good service, on time delivery.",Positive,1,2025-01-19 18:38:42
471,9637,Anaya Grover,"Package was late, no update from driver.",Positive,3,2025-07-08 16:18:15
472,4250,Sana Sura,Package cancelled due to stock issue.,Negative,5,2025-03-16 13:54:21
473,5774,Aarav Sarkar,Driver was polite but package was delayed.,Negative,4,2025-04-20 10:36:42
474,9196,Ira Batra,"Package was late, no update from driver.",Neutral,1,2025-09-02 22:54:07
475,9289,Suhana Bhatnagar,"Delivery never came, wrong address issue.",Positive,1,2025-04-22 00:20:18
476,8432,Kanav Dar,Driver was polite but package was delayed.,Positive,2,2025-02-07 05:57:57
477,8453,Priyansh Anne,"Package was late, no update from driver.",Positive,1,2025-02-09 03:07:55
478,1989,Hridaan Contractor,Driver was polite but package was delayed.,Neutral,1,2025-02-14 09:25:29
479,6052,Riaan Salvi,"Good service, on time delivery.",Negative,5,2025-05-05 16:30:54
480,5834,Ivan Amble,"Good service, on time delivery.",Neutral,3,2025-08-02 14:45:44
481,7697,Anahi Bava,"Good service, on time delivery.",Positive,4,2025-08-31 12:03:28
482,664,Piya Salvi,Driver was polite but package was delayed.,Negative,1,2025-04-13 02:33:37
483,4217,Heer Baral,"Good service, on time delivery.",Negative,3,2025-07-24 15:39:24
484,9803,Badal Chana,Driver was polite but package was delayed.,Positive,4,2025-02-21 20:50:18
485,2094,Prisha Khosla,"Delivery never came, wrong address issue.",Positive,1,2025-05-03 21:55:15
486,4580,Arnav Koshy,"Good service, on time delivery.",Positive,4,2025-05-21 22:18:26
